"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1135","userTransferMoneyMoreDepositAmount()","","2026-08-01","failed","2026-08-01","","api.iteration2.UserMoneyTransferTest","api.iteration2.UserMoneyTransferTest","userTransferMoneyMoreDepositAmount"
"","689","changeUserNameWithInvalidData(String) [3] invalidName=John Smith Jr","","2026-08-01","failed","2026-08-01","","api.iteration2.UserUpdateCustomProfileTest","api.iteration2.UserUpdateCustomProfileTest","changeUserNameWithInvalidData"
"","2186","userMoneyTransferWithCorrectData(double, double) invalidBalance=10000.0, maxAllowBalance=5000.0","","2026-08-01","broken","2026-08-01","","api.iteration2.UserMoneyTransferTest","api.iteration2.UserMoneyTransferTest","userMoneyTransferWithCorrectData"
"","173","adminCanNotCreateUserWithInvalidData(String, String, String, String, List) [2] username=ab, password=Password33$, role=USER, errorKey=username, errorValues=[Username must be between 3 and 15 characters]","","2026-08-01","passed","2026-08-01","","api.iteration1.CreateUserTest","api.iteration1.CreateUserTest","adminCanNotCreateUserWithInvalidData"
"","658","changeUserNameWithInvalidData(String) [2] invalidName=Иван Иванов","","2026-08-01","failed","2026-08-01","","api.iteration2.UserUpdateCustomProfileTest","api.iteration2.UserUpdateCustomProfileTest","changeUserNameWithInvalidData"
"","605","userAddDepositNotExistUser()","","2026-08-01","broken","2026-08-01","","api.iteration2.UserMoneyDepositTest","api.iteration2.UserMoneyDepositTest","userAddDepositNotExistUser"
"","290","adminCanCreateUserWithCorrectData()","","2026-08-01","passed","2026-08-01","","api.iteration1.CreateUserTest","api.iteration1.CreateUserTest","adminCanCreateUserWithCorrectData"
"","1206","userMoneyTransferWithInvalidData(double, double, String) invalidBalance=0.0, maxAllowBalance=5000.0","","2026-08-01","failed","2026-08-01","","api.iteration2.UserMoneyTransferTest","api.iteration2.UserMoneyTransferTest","userMoneyTransferWithInvalidData"
"","572","changeUserNameWithInvalidData(String) [4] invalidName=John! Smith","","2026-08-01","failed","2026-08-01","","api.iteration2.UserUpdateCustomProfileTest","api.iteration2.UserUpdateCustomProfileTest","changeUserNameWithInvalidData"
"","282","adminCanNotCreateUserWithInvalidData(String, String, String, String, List) [4] username=abc%, password=Password33$, role=USER, errorKey=username, errorValues=[Username must contain only letters, digits, dashes, underscores, and dots]","","2026-08-01","passed","2026-08-01","","api.iteration1.CreateUserTest","api.iteration1.CreateUserTest","adminCanNotCreateUserWithInvalidData"
"","570","changeUserNameWithInvalidData(String) [7] invalidName= John Smith ","","2026-08-01","failed","2026-08-01","","api.iteration2.UserUpdateCustomProfileTest","api.iteration2.UserUpdateCustomProfileTest","changeUserNameWithInvalidData"
"","725","userAddDepositWithInvalidData(double, String) [2] balance=0.0, errorValue=Invalid account or amount","","2026-08-01","failed","2026-08-01","","api.iteration2.UserMoneyDepositTest","api.iteration2.UserMoneyDepositTest","userAddDepositWithInvalidData"
"","1186","userAddDepositOtherUser()","","2026-08-01","broken","2026-08-01","","api.iteration2.UserMoneyDepositTest","api.iteration2.UserMoneyDepositTest","userAddDepositOtherUser"
"","217","adminCanGenerateAuthTokenTest()","","2026-08-01","passed","2026-08-01","","api.iteration1.LoginUserTest","api.iteration1.LoginUserTest","adminCanGenerateAuthTokenTest"
"","644","userAddDepositWithInvalidData(double, String) [3] balance=5001.0, errorValue=Deposit amount exceeds the 5000 limit","","2026-08-01","failed","2026-08-01","","api.iteration2.UserMoneyDepositTest","api.iteration2.UserMoneyDepositTest","userAddDepositWithInvalidData"
"","864","successChangeUserName()","","2026-08-01","broken","2026-08-01","","api.iteration2.UserUpdateCustomProfileTest","api.iteration2.UserUpdateCustomProfileTest","successChangeUserName"
"","613","changeUserNameWithInvalidData(String) [6] invalidName=John. Smith","","2026-08-01","failed","2026-08-01","","api.iteration2.UserUpdateCustomProfileTest","api.iteration2.UserUpdateCustomProfileTest","changeUserNameWithInvalidData"
"","162","adminCanNotCreateUserWithInvalidData(String, String, String, String, List) [3] username=abc$, password=Password33$, role=USER, errorKey=username, errorValues=[Username must contain only letters, digits, dashes, underscores, and dots]","","2026-08-01","passed","2026-08-01","","api.iteration1.CreateUserTest","api.iteration1.CreateUserTest","adminCanNotCreateUserWithInvalidData"
"","4514","userMoneyTransferWithCorrectData(double, double) invalidBalance=0.01, maxAllowBalance=5000.0","","2026-08-01","broken","2026-08-01","","api.iteration2.UserMoneyTransferTest","api.iteration2.UserMoneyTransferTest","userMoneyTransferWithCorrectData"
"","798","userAddDepositWithCorrectData(double) [3] balance=1000.0","","2026-08-01","failed","2026-08-01","","api.iteration2.UserMoneyDepositTest","api.iteration2.UserMoneyDepositTest","userAddDepositWithCorrectData"
"","716","userCanCreateAccountTest()","","2026-08-01","passed","2026-08-01","","api.iteration1.CreateAccountTest","api.iteration1.CreateAccountTest","userCanCreateAccountTest"
"","1455","userMoneyTransferWithInvalidData(double, double, String) invalidBalance=-100.0, maxAllowBalance=5000.0","","2026-08-01","failed","2026-08-01","","api.iteration2.UserMoneyTransferTest","api.iteration2.UserMoneyTransferTest","userMoneyTransferWithInvalidData"
"","512","changeUserNameWithInvalidData(String) [8] invalidName=John Smit3h","","2026-08-01","failed","2026-08-01","","api.iteration2.UserUpdateCustomProfileTest","api.iteration2.UserUpdateCustomProfileTest","changeUserNameWithInvalidData"
"","887","userAddDepositWithCorrectData(double) [2] balance=5000.0","","2026-08-01","failed","2026-08-01","","api.iteration2.UserMoneyDepositTest","api.iteration2.UserMoneyDepositTest","userAddDepositWithCorrectData"
"","1698","userMoneyTransferWithCorrectData(double, double) invalidBalance=5000.0, maxAllowBalance=5000.0","","2026-08-01","broken","2026-08-01","","api.iteration2.UserMoneyTransferTest","api.iteration2.UserMoneyTransferTest","userMoneyTransferWithCorrectData"
"","1651","userMoneyTransferWithInvalidData(double, double, String) invalidBalance=10001.0, maxAllowBalance=5000.0","","2026-08-01","failed","2026-08-01","","api.iteration2.UserMoneyTransferTest","api.iteration2.UserMoneyTransferTest","userMoneyTransferWithInvalidData"
"","577","changeUserNameWithInvalidData(String) [5] invalidName=John Smit@h","","2026-08-01","failed","2026-08-01","","api.iteration2.UserUpdateCustomProfileTest","api.iteration2.UserUpdateCustomProfileTest","changeUserNameWithInvalidData"
"","579","userAddDepositWithInvalidData(double, String) [1] balance=-100.0, errorValue=Invalid account or amount","","2026-08-01","failed","2026-08-01","","api.iteration2.UserMoneyDepositTest","api.iteration2.UserMoneyDepositTest","userAddDepositWithInvalidData"
"","667","changeUserNameWithInvalidData(String) [1] invalidName=JohnSmith","","2026-08-01","failed","2026-08-01","","api.iteration2.UserUpdateCustomProfileTest","api.iteration2.UserUpdateCustomProfileTest","changeUserNameWithInvalidData"
"","3051","userTransferMoneyYourAccounts()","","2026-08-01","broken","2026-08-01","","api.iteration2.UserMoneyTransferTest","api.iteration2.UserMoneyTransferTest","userTransferMoneyYourAccounts"
"","861","userAddDepositWithCorrectData(double) [1] balance=0.01","","2026-08-01","failed","2026-08-01","","api.iteration2.UserMoneyDepositTest","api.iteration2.UserMoneyDepositTest","userAddDepositWithCorrectData"
"","3204","adminCanNotCreateUserWithInvalidData(String, String, String, String, List) [1] username=   , password=Password33$, role=USER, errorKey=username, errorValues=[Username cannot be blank, Username must contain only letters, digits, dashes, underscores, and dots]","","2026-08-01","passed","2026-08-01","","api.iteration1.CreateUserTest","api.iteration1.CreateUserTest","adminCanNotCreateUserWithInvalidData"
"","466","userCanGenerateAuthTokenTest()","","2026-08-01","passed","2026-08-01","","api.iteration1.LoginUserTest","api.iteration1.LoginUserTest","userCanGenerateAuthTokenTest"
