"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3172","adminCanNotCreateUserWithInvalidData(String, String, String, String, List) [1] username=   , password=Password33$, role=USER, errorKey=username, errorValues=[Username cannot be blank, Username must contain only letters, digits, dashes, underscores, and dots]","","2026-08-01","broken","2026-08-01","","api.iteration1.CreateUserTest","api.iteration1.CreateUserTest","adminCanNotCreateUserWithInvalidData"
"","625","userAddDepositWithInvalidData(double, String) [1] balance=-100.0, errorValue=Invalid account or amount","","2026-08-01","broken","2026-08-01","","api.iteration2.UserMoneyDepositTest","api.iteration2.UserMoneyDepositTest","userAddDepositWithInvalidData"
"","640","userAddDepositWithInvalidData(double, String) [2] balance=0.0, errorValue=Invalid account or amount","","2026-08-01","broken","2026-08-01","","api.iteration2.UserMoneyDepositTest","api.iteration2.UserMoneyDepositTest","userAddDepositWithInvalidData"
"","174","adminCanNotCreateUserWithInvalidData(String, String, String, String, List) [2] username=ab, password=Password33$, role=USER, errorKey=username, errorValues=[Username must be between 3 and 15 characters]","","2026-08-01","broken","2026-08-01","","api.iteration1.CreateUserTest","api.iteration1.CreateUserTest","adminCanNotCreateUserWithInvalidData"
"","778","changeUserNameWithInvalidData(String) [5] invalidName=John Smit@h","","2026-08-01","failed","2026-08-01","","api.iteration2.UserUpdateCustomProfileTest","api.iteration2.UserUpdateCustomProfileTest","changeUserNameWithInvalidData"
"","1120","userAddDepositOtherUser()","","2026-08-01","broken","2026-08-01","","api.iteration2.UserMoneyDepositTest","api.iteration2.UserMoneyDepositTest","userAddDepositOtherUser"
"","663","successChangeUserName()","","2026-08-01","failed","2026-08-01","","api.iteration2.UserUpdateCustomProfileTest","api.iteration2.UserUpdateCustomProfileTest","successChangeUserName"
"","1306","userMoneyTransferWithInvalidData(double, double, String) invalidBalance=0.0, maxAllowBalance=5000.0","","2026-08-01","failed","2026-08-01","","api.iteration2.UserMoneyTransferTest","api.iteration2.UserMoneyTransferTest","userMoneyTransferWithInvalidData"
"","547","userCanCreateAccountTest()","","2026-08-01","broken","2026-08-01","","api.iteration1.CreateAccountTest","api.iteration1.CreateAccountTest","userCanCreateAccountTest"
"","158","adminCanGenerateAuthTokenTest()","","2026-08-01","passed","2026-08-01","","api.iteration1.LoginUserTest","api.iteration1.LoginUserTest","adminCanGenerateAuthTokenTest"
"","2764","userTransferMoneyYourAccounts()","","2026-08-01","failed","2026-08-01","","api.iteration2.UserMoneyTransferTest","api.iteration2.UserMoneyTransferTest","userTransferMoneyYourAccounts"
"","937","userAddDepositWithCorrectData(double) [1] balance=0.01","","2026-08-01","failed","2026-08-01","","api.iteration2.UserMoneyDepositTest","api.iteration2.UserMoneyDepositTest","userAddDepositWithCorrectData"
