"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","777","changeUserNameWithInvalidData(String) [2] invalidName=Иван Иванов","","2026-08-01","passed","2026-08-01","","api.iteration2.UserUpdateCustomProfileTest","api.iteration2.UserUpdateCustomProfileTest","changeUserNameWithInvalidData"
"","681","changeUserNameWithInvalidData(String) [8] invalidName=John Smit3h","","2026-08-01","passed","2026-08-01","","api.iteration2.UserUpdateCustomProfileTest","api.iteration2.UserUpdateCustomProfileTest","changeUserNameWithInvalidData"
"","775","changeUserNameWithInvalidData(String) [1] invalidName=JohnSmith","","2026-08-01","passed","2026-08-01","","api.iteration2.UserUpdateCustomProfileTest","api.iteration2.UserUpdateCustomProfileTest","changeUserNameWithInvalidData"
"","272","adminCanCreateUserWithCorrectData()","","2026-08-01","passed","2026-08-01","","api.iteration1.CreateUserTest","api.iteration1.CreateUserTest","adminCanCreateUserWithCorrectData"
"","823","userAddDepositNotExistUser()","","2026-08-01","passed","2026-08-01","","api.iteration2.UserMoneyDepositTest","api.iteration2.UserMoneyDepositTest","userAddDepositNotExistUser"
"","152","adminCanNotCreateUserWithInvalidData(String, String, String, String, List) [2] username=ab, password=Password33$, role=USER, errorKey=username, errorValues=[Username must be between 3 and 15 characters]","","2026-08-01","passed","2026-08-01","","api.iteration1.CreateUserTest","api.iteration1.CreateUserTest","adminCanNotCreateUserWithInvalidData"
"","831","userAddDepositWithInvalidData(double, String) [2] balance=0.0, errorValue=Invalid account or amount","","2026-08-01","passed","2026-08-01","","api.iteration2.UserMoneyDepositTest","api.iteration2.UserMoneyDepositTest","userAddDepositWithInvalidData"
"","4319","userMoneyTransferWithCorrectData(double, double) invalidBalance=0.01, maxAllowBalance=5000.0","","2026-08-01","passed","2026-08-01","","api.iteration2.UserMoneyTransferTest","api.iteration2.UserMoneyTransferTest","userMoneyTransferWithCorrectData"
"","1572","userMoneyTransferWithInvalidData(double, double, String) invalidBalance=10001.0, maxAllowBalance=5000.0","","2026-08-01","passed","2026-08-01","","api.iteration2.UserMoneyTransferTest","api.iteration2.UserMoneyTransferTest","userMoneyTransferWithInvalidData"
"","1982","userMoneyTransferWithCorrectData(double, double) invalidBalance=5000.0, maxAllowBalance=5000.0","","2026-08-01","passed","2026-08-01","","api.iteration2.UserMoneyTransferTest","api.iteration2.UserMoneyTransferTest","userMoneyTransferWithCorrectData"
"","1537","userTransferMoneyMoreDepositAmount()","","2026-08-01","passed","2026-08-01","","api.iteration2.UserMoneyTransferTest","api.iteration2.UserMoneyTransferTest","userTransferMoneyMoreDepositAmount"
"","770","changeUserNameWithInvalidData(String) [3] invalidName=John Smith Jr","","2026-08-01","passed","2026-08-01","","api.iteration2.UserUpdateCustomProfileTest","api.iteration2.UserUpdateCustomProfileTest","changeUserNameWithInvalidData"
"","831","successChangeUserName()","","2026-08-01","passed","2026-08-01","","api.iteration2.UserUpdateCustomProfileTest","api.iteration2.UserUpdateCustomProfileTest","successChangeUserName"
"","194","adminCanNotCreateUserWithInvalidData(String, String, String, String, List) [4] username=abc%, password=Password33$, role=USER, errorKey=username, errorValues=[Username must contain only letters, digits, dashes, underscores, and dots]","","2026-08-01","passed","2026-08-01","","api.iteration1.CreateUserTest","api.iteration1.CreateUserTest","adminCanNotCreateUserWithInvalidData"
"","825","changeUserNameWithInvalidData(String) [4] invalidName=John! Smith","","2026-08-01","passed","2026-08-01","","api.iteration2.UserUpdateCustomProfileTest","api.iteration2.UserUpdateCustomProfileTest","changeUserNameWithInvalidData"
"","969","userAddDepositWithCorrectData(double) [2] balance=5000.0","","2026-08-01","passed","2026-08-01","","api.iteration2.UserMoneyDepositTest","api.iteration2.UserMoneyDepositTest","userAddDepositWithCorrectData"
"","3143","adminCanNotCreateUserWithInvalidData(String, String, String, String, List) [1] username=   , password=Password33$, role=USER, errorKey=username, errorValues=[Username cannot be blank, Username must contain only letters, digits, dashes, underscores, and dots]","","2026-08-01","passed","2026-08-01","","api.iteration1.CreateUserTest","api.iteration1.CreateUserTest","adminCanNotCreateUserWithInvalidData"
"","1840","userMoneyTransferWithCorrectData(double, double) invalidBalance=10000.0, maxAllowBalance=5000.0","","2026-08-01","passed","2026-08-01","","api.iteration2.UserMoneyTransferTest","api.iteration2.UserMoneyTransferTest","userMoneyTransferWithCorrectData"
"","1779","userMoneyTransferWithInvalidData(double, double, String) invalidBalance=-100.0, maxAllowBalance=5000.0","","2026-08-01","passed","2026-08-01","","api.iteration2.UserMoneyTransferTest","api.iteration2.UserMoneyTransferTest","userMoneyTransferWithInvalidData"
"","200","adminCanNotCreateUserWithInvalidData(String, String, String, String, List) [3] username=abc$, password=Password33$, role=USER, errorKey=username, errorValues=[Username must contain only letters, digits, dashes, underscores, and dots]","","2026-08-01","passed","2026-08-01","","api.iteration1.CreateUserTest","api.iteration1.CreateUserTest","adminCanNotCreateUserWithInvalidData"
"","695","userCanCreateAccountTest()","","2026-08-01","passed","2026-08-01","","api.iteration1.CreateAccountTest","api.iteration1.CreateAccountTest","userCanCreateAccountTest"
"","1285","userAddDepositOtherUser()","","2026-08-01","passed","2026-08-01","","api.iteration2.UserMoneyDepositTest","api.iteration2.UserMoneyDepositTest","userAddDepositOtherUser"
"","824","changeUserNameWithInvalidData(String) [5] invalidName=John Smit@h","","2026-08-01","passed","2026-08-01","","api.iteration2.UserUpdateCustomProfileTest","api.iteration2.UserUpdateCustomProfileTest","changeUserNameWithInvalidData"
"","1624","userMoneyTransferWithInvalidData(double, double, String) invalidBalance=0.0, maxAllowBalance=5000.0","","2026-08-01","passed","2026-08-01","","api.iteration2.UserMoneyTransferTest","api.iteration2.UserMoneyTransferTest","userMoneyTransferWithInvalidData"
"","765","userAddDepositWithInvalidData(double, String) [1] balance=-100.0, errorValue=Invalid account or amount","","2026-08-01","passed","2026-08-01","","api.iteration2.UserMoneyDepositTest","api.iteration2.UserMoneyDepositTest","userAddDepositWithInvalidData"
"","733","changeUserNameWithInvalidData(String) [6] invalidName=John. Smith","","2026-08-01","passed","2026-08-01","","api.iteration2.UserUpdateCustomProfileTest","api.iteration2.UserUpdateCustomProfileTest","changeUserNameWithInvalidData"
"","919","userAddDepositWithCorrectData(double) [3] balance=1000.0","","2026-08-01","passed","2026-08-01","","api.iteration2.UserMoneyDepositTest","api.iteration2.UserMoneyDepositTest","userAddDepositWithCorrectData"
"","938","userAddDepositWithCorrectData(double) [1] balance=0.01","","2026-08-01","passed","2026-08-01","","api.iteration2.UserMoneyDepositTest","api.iteration2.UserMoneyDepositTest","userAddDepositWithCorrectData"
"","421","userCanGenerateAuthTokenTest()","","2026-08-01","passed","2026-08-01","","api.iteration1.LoginUserTest","api.iteration1.LoginUserTest","userCanGenerateAuthTokenTest"
