"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","575","userTransferMoneyMoreDepositAmount()","","2026-08-01","broken","2026-08-01","","ui.iteration2.UserMoneyTransferTest","ui.iteration2.UserMoneyTransferTest","userTransferMoneyMoreDepositAmount"
"","993","changeUserNameWithInvalidData(String) [3] invalidName=John Smith Jr","","2026-08-01","failed","2026-08-01","","api.iteration2.UserUpdateCustomProfileTest","api.iteration2.UserUpdateCustomProfileTest","changeUserNameWithInvalidData"
"","767","userAddDepositWithInvalidData(double, String) [3] balance=5001.0, errorValue=Deposit amount exceeds the 5000 limit","","2026-08-01","failed","2026-08-01","","api.iteration2.UserMoneyDepositTest","api.iteration2.UserMoneyDepositTest","userAddDepositWithInvalidData"
"","1024","userAddDepositOtherUser()","","2026-08-01","broken","2026-08-01","","api.iteration2.UserMoneyDepositTest","api.iteration2.UserMoneyDepositTest","userAddDepositOtherUser"
"","505","adminCanCreateUserWithCorrectData()","","2026-08-01","broken","2026-08-01","","api.iteration1.CreateUserTest","api.iteration1.CreateUserTest","adminCanCreateUserWithCorrectData"
"","316","userAddDepositLessAccountSelection()","","2026-08-01","broken","2026-08-01","","ui.iteration2.UserMoneyDepositTest","ui.iteration2.UserMoneyDepositTest","userAddDepositLessAccountSelection"
"","173","adminCanGenerateAuthTokenTest()","","2026-08-01","passed","2026-08-01","","api.iteration1.LoginUserTest","api.iteration1.LoginUserTest","adminCanGenerateAuthTokenTest"
"","22","adminCanCreateUserTest()","","2026-08-01","broken","2026-08-01","","ui.iteration1.CreateUserTest","ui.iteration1.CreateUserTest","adminCanCreateUserTest"
"","2137","userMoneyTransferWithCorrectData(double, double) invalidBalance=5000.0, maxAllowBalance=5000.0","","2026-08-01","failed","2026-08-01","","api.iteration2.UserMoneyTransferTest","api.iteration2.UserMoneyTransferTest","userMoneyTransferWithCorrectData"
"","1522","userMoneyTransferWithInvalidData(double, double, String) invalidBalance=0.0, maxAllowBalance=5000.0","","2026-08-01","failed","2026-08-01","","api.iteration2.UserMoneyTransferTest","api.iteration2.UserMoneyTransferTest","userMoneyTransferWithInvalidData"
"","2404","userMoneyTransferWithCorrectData(double, double) invalidBalance=0.01, maxAllowBalance=5000.0","","2026-08-01","failed","2026-08-01","","api.iteration2.UserMoneyTransferTest","api.iteration2.UserMoneyTransferTest","userMoneyTransferWithCorrectData"
"","1537","userMoneyTransferWithInvalidData(double, double, String) invalidBalance=10001.0, maxAllowBalance=5000.0","","2026-08-01","failed","2026-08-01","","api.iteration2.UserMoneyTransferTest","api.iteration2.UserMoneyTransferTest","userMoneyTransferWithInvalidData"
"","671","changeUserNameWithInvalidData(String) [8] invalidName=John Smit3h","","2026-08-01","failed","2026-08-01","","api.iteration2.UserUpdateCustomProfileTest","api.iteration2.UserUpdateCustomProfileTest","changeUserNameWithInvalidData"
"","361","successChangeUserName()","","2026-08-01","broken","2026-08-01","","ui.iteration2.UserUpdateCustomProfileTest","ui.iteration2.UserUpdateCustomProfileTest","successChangeUserName"
"","577","userMoneyTransferWithInvalidData()","","2026-08-01","broken","2026-08-01","","ui.iteration2.UserMoneyTransferTest","ui.iteration2.UserMoneyTransferTest","userMoneyTransferWithInvalidData"
